,title,code,section,instructor,credit_hours,program,target_department,parent_department,type,repeat,lectures
333,Artificial Intelligence Lab,AL2002,BCS-6E1,,1.0,BS,CS,CS,Core,False,"[{'room': 'Lab-14', 'day': 'Friday', 'start_time': '08:30', 'end_time': '11:20'}]"

334,Artificial Intelligence Lab,AL2002,BCS-6E2,,1.0,BS,CS,CS,Core,False,"[{'room': 'Lab-14', 'day': 'Friday', 'start_time': '08:30', 'end_time': '11:20'}]"

335,Artificial Intelligence Lab,AL2002,BCS-6G1,,1.0,BS,CS,CS,Core,False,"[{'room': 'Lab-14', 'day': 'Friday', 'start_time': '14:30', 'end_time': '17:20'}]"

336,Artificial Intelligence Lab,AL2002,BCS-6G2,,1.0,BS,CS,CS,Core,False,"[{'room': 'Lab-14', 'day': 'Friday', 'start_time': '14:30', 'end_time': '17:20'}]"

337,Artificial Intelligence Lab,AL2002,BCS-6F1,,1.0,BS,CS,CS,Core,False,"[{'room': 'Lab-15', 'day': 'Friday', 'start_time': '14:30', 'end_time': '17:20'}]"

338,Artificial Intelligence Lab,AL2002,BCS-6F2,,1.0,BS,CS,CS,Core,False,"[{'room': 'Lab-15', 'day': 'Friday', 'start_time': '14:30', 'end_time': '17:20'}]"

339,Artificial Intelligence Lab,AL2002,BDS-6B1,,1.0,BS,DS,DS,Core,False,"[{'room': 'Lab-16', 'day': 'Friday', 'start_time': '08:30', 'end_time': '11:20'}]"

340,Artificial Intelligence Lab,AL2002,BDS-6B2,,1.0,BS,DS,DS,Core,False,"[{'room': 'Lab-16', 'day': 'Friday', 'start_time': '08:30', 'end_time': '11:20'}]"

341,Data Mining Lab,DL3002,BDS-6A1,,1.0,BS,DS,DS,Core,False,"[{'room': 'Lab-16', 'day': 'Friday', 'start_time': '14:30', 'end_time': '17:20'}]"

342,Data Mining Lab,DL3002,BDS-6A2,,1.0,BS,DS,DS,Core,False,"[{'room': 'Lab-16', 'day': 'Friday', 'start_time': '14:30', 'end_time': '17:20'}]"

343,Data Mining Lab,DL3002,BDS-6B1,,1.0,BS,DS,DS,Core,False,"[{'room': 'Lab-17', 'day': 'Friday', 'start_time': '14:30', 'end_time': '17:20'}]"

344,Data Mining Lab,DL3002,BDS-6B2,,1.0,BS,DS,DS,Core,False,"[{'room': 'Lab-17', 'day': 'Friday', 'start_time': '14:30', 'end_time': '17:20'}]"

345,Digital Logic Design Lab,EL1005,BCS-2A1,,1.0,BS,CS,CS,Core,False,"[{'room': 'Physics Lab', 'day': 'Friday', 'start_time': '08:30', 'end_time': '11:20'}]"

346,Digital Logic Design Lab,EL1005,BCS-2E1,,1.0,BS,CS,CS,Core,False,"[{'room': 'Physics Lab', 'day': 'Friday', 'start_time': '14:30', 'end_time': '17:20'}]"

347,Digital Logic Design Lab,EL1005,BCS-2A2,,1.0,BS,CS,CS,Core,False,"[{'room': 'Micro Lab', 'day': 'Friday', 'start_time': '08:30', 'end_time': '11:20'}]"

348,Digital Logic Design Lab,EL1005,BCS-2E2,,1.0,BS,CS,CS,Core,False,"[{'room': 'Micro Lab', 'day': 'Friday', 'start_time': '14:30', 'end_time': '17:20'}]"

349,Ethical Hacking Concepts and Practices,CS4061,BCS-8A,Mr. Ahmad Ali,3.0,BS,CS,CS,Elective,False,"[{'room': 'F-201', 'day': 'Saturday', 'start_time': '08:30', 'end_time': '11:20'}]"

350,Ethical Hacking Concepts and Practices,CS4061,BCS-8B,Mr. Ahmad Ali,3.0,BS,CS,CS,Elective,False,"[{'room': 'F-201', 'day': 'Saturday', 'start_time': '13:00', 'end_time': '15:50'}]"

351,Programming Fundamentals Lab,CL1002,BDS-2A1,,1.0,BS,DS,DS,Core,True,"[{'room': 'Lab-8', 'day': 'Saturday', 'start_time': '08:30', 'end_time': '11:20'}]"

352,Programming Fundamentals Lab,CL1002,BDS-2A2,,1.0,BS,DS,DS,Core,True,"[{'room': 'Lab-8', 'day': 'Saturday', 'start_time': '08:30', 'end_time': '11:20'}]"

353,Data Structures Lab,CL2001,BDS-4A1,,1.0,BS,DS,DS,Core,True,"[{'room': 'Lab-13', 'day': 'Saturday', 'start_time': '08:30', 'end_time': '11:20'}]"

354,Database Systems Lab,CL2005,BDS-4A2,,1.0,BS,DS,CS,Core,False,"[{'room': 'Lab-13', 'day': 'Saturday', 'start_time': '08:30', 'end_time': '11:20'}]"

355,Computer Networks Lab,CL3001,BDS-8A1,,3.0,BS,DS,HSS,Elective,True,"[{'room': 'Lab-15', 'day': 'Saturday', 'start_time': '08:30', 'end_time': '11:20'}]"

356,Operating Systems Lab,CL2006,BCS-6A1,Ms. Rakshan Imtiaz,1.0,BS,CS,CS,Core,True,"[{'room': 'Lab-16', 'day': 'Saturday', 'start_time': '08:30', 'end_time': '11:20'}]"

357,Operating Systems Lab,CL2006,BCS-6A2,Ms. Rakshan Imtiaz,1.0,BS,CS,CS,Core,True,"[{'room': 'Lab-16', 'day': 'Saturday', 'start_time': '08:30', 'end_time': '11:20'}]"

358,Database Systems Lab,CL2005,BCS-6A1,Ms. Seemab Ayub,1.0,BS,CS,CS,Core,True,"[{'room': 'Lab-16', 'day': 'Saturday', 'start_time': '11:30', 'end_time': '14:20'}]"

359,Database Systems Lab,CL2005,BCS-6A2,,1.0,BS,CS,CS,Core,True,"[{'room': 'Lab-16', 'day': 'Saturday', 'start_time': '11:30', 'end_time': '14:20'}]"

360,Digital Logic Design Lab,EL1005,BDS-2A1,,1.0,BS,DS,DS,Core,False,"[{'room': 'Physics Lab', 'day': 'Saturday', 'start_time': '11:30', 'end_time': '14:20'}]"

361,Digital Logic Design Lab,EL1005,BDS-2A2,,1.0,BS,DS,DS,Core,False,"[{'room': 'Micro Lab', 'day': 'Saturday', 'start_time': '11:30', 'end_time': '14:20'}]"

362,Advanced Statistics,,BCS-4E,,,,,,,,"[{'room': 'Seminar Hall', 'day': 'Monday', 'start_time': '08:30', 'end_time': '09:50'}, {'room': 'Seminar Hall', 'day': 'Wednesday', 'start_time': '08:30', 'end_time': '09:50'}]"

363,Advanced Statistics,,BCS-4F,,,,,,,,"[{'room': 'Seminar Hall', 'day': 'Monday', 'start_time': '10:00', 'end_time': '11:20'}, {'room': 'Seminar Hall', 'day': 'Wednesday', 'start_time': '10:00', 'end_time': '11:20'}]"

364,Modern Politics and Govt,,BDS-8A,,,,,,,,"[{'room': 'Seminar Hall', 'day': 'Monday', 'start_time': '11:30', 'end_time': '12:50'}, {'room': 'Seminar Hall', 'day': 'Wednesday', 'start_time': '11:30', 'end_time': '12:50'}]"

365,Multivariable Calculus,,BCS-2D,,,,,,,,"[{'room': 'Seminar Hall', 'day': 'Monday', 'start_time': '14:30', 'end_time': '15:50'}, {'room': 'Seminar Hall', 'day': 'Wednesday', 'start_time': '14:30', 'end_time': '15:50'}]"

366,Advanced Machine Learning,,BCS-8C,,,,,,,,"[{'room': 'F-201', 'day': 'Monday', 'start_time': '11:30', 'end_time': '12:50'}, {'room': 'F-201', 'day': 'Wednesday', 'start_time': '11:30', 'end_time': '12:50'}]"

367,Advanced Machine Learning,,BCS-8A,,,,,,,,"[{'room': 'F-201', 'day': 'Monday', 'start_time': '13:00', 'end_time': '14:20'}, {'room': 'F-201', 'day': 'Wednesday', 'start_time': '13:00', 'end_time': '14:20'}]"

368,Data Science,,BCS-8D,,,,,,,,"[{'room': 'F-204', 'day': 'Monday', 'start_time': '14:30', 'end_time': '15:50'}, {'room': 'F-204', 'day': 'Wednesday', 'start_time': '14:30', 'end_time': '15:50'}]"

369,Advanced Machine Learning,,BCS-8B,,,,,,,,"[{'room': 'F-206', 'day': 'Monday', 'start_time': '16:00', 'end_time': '17:20'}, {'room': 'F-206', 'day': 'Wednesday', 'start_time': '16:00', 'end_time': '17:20'}]"

370,Expository Writing,,BSE-4B,,,,,,,,"[{'room': 'F-208', 'day': 'Monday', 'start_time': '14:30', 'end_time': '16:20'}]"

371,Game Design Development,,BSE-6A,,,,,,,,"[{'room': 'F-210', 'day': 'Monday', 'start_time': '16:00', 'end_time': '17:20'}, {'room': 'F-210', 'day': 'Wednesday', 'start_time': '16:00', 'end_time': '17:20'}]"

372,International Relations,,BSE-8A,,,,,,,,"[{'room': 'F-302', 'day': 'Monday', 'start_time': '08:30', 'end_time': '09:50'}, {'room': 'F-302', 'day': 'Wednesday', 'start_time': '08:30', 'end_time': '09:50'}]"

373,Deep Learning,,BCS-8B,,,,,,,,"[{'room': 'F-304', 'day': 'Monday', 'start_time': '10:00', 'end_time': '11:20'}, {'room': 'F-304', 'day': 'Wednesday', 'start_time': '10:00', 'end_time': '11:20'}]"

374,Natural Language Processing,,BCS-8A,,,,,,,,"[{'room': 'F-305', 'day': 'Monday', 'start_time': '08:30', 'end_time': '09:50'}, {'room': 'F-305', 'day': 'Wednesday', 'start_time': '08:30', 'end_time': '09:50'}]"

375,Natural Language Processing,,BCS-8B,,,,,,,,"[{'room': 'F-305', 'day': 'Monday', 'start_time': '10:00', 'end_time': '11:20'}, {'room': 'F-305', 'day': 'Wednesday', 'start_time': '10:00', 'end_time': '11:20'}]"

376,Entrepreneurship,,BCS-8A,,,,,,,,"[{'room': 'F-306', 'day': 'Monday', 'start_time': '08:30', 'end_time': '09:50'}, {'room': 'F-306', 'day': 'Wednesday', 'start_time': '08:30', 'end_time': '09:50'}]"

377,Game Development,,BCS-8B,,,,,,,,"[{'room': 'F-306', 'day': 'Monday', 'start_time': '13:00', 'end_time': '14:20'}, {'room': 'D-5', 'day': 'Wednesday', 'start_time': '13:00', 'end_time': '14:20'}]"

378,Fundamentals of Management,,BDS-4C,,,,,,,,"[{'room': 'F-307', 'day': 'Monday', 'start_time': '08:30', 'end_time': '10:20'}]"

379,International Relations,,BDS-8A,,,,,,,,"[{'room': 'F-308', 'day': 'Monday', 'start_time': '14:30', 'end_time': '15:50'}, {'room': 'F-308', 'day': 'Wednesday', 'start_time': '14:30', 'end_time': '15:50'}]"

380,Deep Learning,,BCS-8A,,,,,,,,"[{'room': 'F-311', 'day': 'Monday', 'start_time': '08:30', 'end_time': '09:50'}, {'room': 'F-308', 'day': 'Wednesday', 'start_time': '08:30', 'end_time': '09:50'}]"

381,Brand Management,,BCS-8A,,,,,,,,"[{'room': 'F-311', 'day': 'Monday', 'start_time': '10:00', 'end_time': '11:20'}, {'room': 'F-311', 'day': 'Wednesday', 'start_time': '10:00', 'end_time': '11:20'}]"

382,Brand Management,,BCS-8B,,,,,,,,"[{'room': 'F-311', 'day': 'Monday', 'start_time': '16:00', 'end_time': '17:20'}, {'room': 'F-311', 'day': 'Wednesday', 'start_time': '16:00', 'end_time': '17:20'}]"

383,Tech. and Business Writing,,BCS-4J,,,,,,,,"[{'room': 'F-312', 'day': 'Monday', 'start_time': '11:30', 'end_time': '12:50'}, {'room': 'C-1', 'day': 'Wednesday', 'start_time': '11:30', 'end_time': '12:50'}]"

384,Ideology and Const of Pak and Seerat,,BCS-2G,,,,,,,,"[{'room': 'C-1', 'day': 'Monday', 'start_time': '08:30', 'end_time': '11:20'}]"

385,Civics and Community Eng,,BCS-2G,,,,,,,,"[{'room': 'C-1', 'day': 'Monday', 'start_time': '11:30', 'end_time': '13:20'}]"

386,French Language,,BCS-4A,,,,,,,,"[{'room': 'C-1', 'day': 'Monday', 'start_time': '14:30', 'end_time': '15:50'}, {'room': 'C-1', 'day': 'Wednesday', 'start_time': '14:30', 'end_time': '15:50'}]"

387,Civics and Community Eng,,BDS-2B,,,,,,,,"[{'room': 'C-2', 'day': 'Monday', 'start_time': '10:00', 'end_time': '11:50'}]"

388,Multivariable Calculus,,BCS-2J,,,,,,,,"[{'room': 'C-2', 'day': 'Monday', 'start_time': '13:00', 'end_time': '14:20'}, {'room': 'C-2', 'day': 'Wednesday', 'start_time': '13:00', 'end_time': '14:20'}]"

389,Modern Politics and Govt,,BCS-4A,,,,,,,,"[{'room': 'C-2', 'day': 'Monday', 'start_time': '16:00', 'end_time': '17:20'}, {'room': 'C-2', 'day': 'Wednesday', 'start_time': '16:00', 'end_time': '17:20'}]"

390,Civics and Community Eng,,BCS-2H,,,,,,,,"[{'room': 'C-3', 'day': 'Monday', 'start_time': '08:30', 'end_time': '10:20'}]"

391,Expository Writing,,BCS-2H,,,,,,,,"[{'room': 'C-3', 'day': 'Monday', 'start_time': '11:30', 'end_time': '13:20'}]"

392,Advanced Statistics,,BCS-4D,,,,,,,,"[{'room': 'C-3', 'day': 'Monday', 'start_time': '14:30', 'end_time': '15:50'}, {'room': 'C-3', 'day': 'Wednesday', 'start_time': '14:30', 'end_time': '15:50'}]"

393,Multivariable Calculus,,BDS-2C,,,,,,,,"[{'room': 'C-4', 'day': 'Monday', 'start_time': '11:30', 'end_time': '12:50'}, {'room': 'C-4', 'day': 'Wednesday', 'start_time': '11:30', 'end_time': '12:50'}]"

394,Tech. and Business Writing,,BCS-4K,,,,,,,,"[{'room': 'C-4', 'day': 'Monday', 'start_time': '13:00', 'end_time': '14:20'}, {'room': 'C-3', 'day': 'Wednesday', 'start_time': '13:00', 'end_time': '14:20'}]"

395,Civics and Community Eng,,BCS-2B,,,,,,,,"[{'room': 'C-4', 'day': 'Monday', 'start_time': '14:30', 'end_time': '16:20'}]"

396,Expository Writing,,BCS-2D,,,,,,,,"[{'room': 'C-5', 'day': 'Monday', 'start_time': '08:30', 'end_time': '10:20'}]"

397,Tech. and Business Writing,,BCS-4C,,,,,,,,"[{'room': 'C-5', 'day': 'Monday', 'start_time': '14:30', 'end_time': '15:50'}, {'room': 'C-5', 'day': 'Wednesday', 'start_time': '14:30', 'end_time': '15:50'}]"

398,Tech. and Business Writing,,BCS-4D,,,,,,,,"[{'room': 'C-5', 'day': 'Monday', 'start_time': '16:00', 'end_time': '17:20'}, {'room': 'C-5', 'day': 'Wednesday', 'start_time': '16:00', 'end_time': '17:20'}]"

399,Brand Management,,BCS-4A,,,,,,,,"[{'room': 'C-6', 'day': 'Monday', 'start_time': '10:00', 'end_time': '11:20'}, {'room': 'C-14', 'day': 'Wednesday', 'start_time': '10:00', 'end_time': '11:20'}]"

400,Islamic Studies/Ethics and Holy Quran,,BCS-2A,,,,,,,,"[{'room': 'C-6', 'day': 'Monday', 'start_time': '11:30', 'end_time': '14:20'}]"

401,Multivariable Calculus,,BCS-2A,,,,,,,,"[{'room': 'C-6', 'day': 'Monday', 'start_time': '14:30', 'end_time': '15:50'}, {'room': 'C-6', 'day': 'Wednesday', 'start_time': '14:30', 'end_time': '15:50'}]"

402,Islamic Studies/Ethics and Holy Quran,,BCS-2B,,,,,,,,"[{'room': 'C-7', 'day': 'Monday', 'start_time': '08:30', 'end_time': '11:20'}]"

403,Civics and Community Eng,,BSE-2A,,,,,,,,"[{'room': 'C-7', 'day': 'Monday', 'start_time': '14:30', 'end_time': '16:20'}]"

404,Expository Writing,,BCS-2C,,,,,,,,"[{'room': 'C-13', 'day': 'Monday', 'start_time': '08:30', 'end_time': '10:20'}]"

405,Advanced Statistics,,BCS-4C,,,,,,,,"[{'room': 'C-13', 'day': 'Monday', 'start_time': '11:30', 'end_time': '12:50'}, {'room': 'C-13', 'day': 'Wednesday', 'start_time': '11:30', 'end_time': '12:50'}]"

406,Tech. and Business Writing,,BCS-4A,,,,,,,,"[{'room': 'C-13', 'day': 'Monday', 'start_time': '13:00', 'end_time': '14:20'}, {'room': 'C-13', 'day': 'Wednesday', 'start_time': '13:00', 'end_time': '14:20'}]"

407,Tech. and Business Writing,,BCS-4B,,,,,,,,"[{'room': 'C-13', 'day': 'Monday', 'start_time': '14:30', 'end_time': '15:50'}, {'room': 'C-13', 'day': 'Wednesday', 'start_time': '14:30', 'end_time': '15:50'}]"

408,Mass Communication,,BCS-4A,,,,,,,,"[{'room': 'C-14', 'day': 'Monday', 'start_time': '08:30', 'end_time': '09:50'}, {'room': 'C-14', 'day': 'Wednesday', 'start_time': '08:30', 'end_time': '09:50'}]"

409,Expository Writing,,BCS-2E,,,,,,,,"[{'room': 'C-14', 'day': 'Monday', 'start_time': '10:00', 'end_time': '11:50'}]"

410,French Langauge,,BCS-8A,,,,,,,,"[{'room': 'C-14', 'day': 'Monday', 'start_time': '13:00', 'end_time': '14:20'}, {'room': 'C-6', 'day': 'Wednesday', 'start_time': '13:00', 'end_time': '14:20'}]"

411,Civics and Community Eng,,BCS-2K,,,,,,,,"[{'room': 'D-2', 'day': 'Monday', 'start_time': '08:30', 'end_time': '10:20'}]"

412,Tech. and Business Writing,,BCS-4E,,,,,,,,"[{'room': 'D-2', 'day': 'Monday', 'start_time': '11:30', 'end_time': '12:50'}, {'room': 'D-2', 'day': 'Wednesday', 'start_time': '11:30', 'end_time': '12:50'}]"

413,Entrepreneurship,,BDS-8A,,,,,,,,"[{'room': 'D-2', 'day': 'Monday', 'start_time': '13:00', 'end_time': '14:20'}, {'room': 'C-1', 'day': 'Wednesday', 'start_time': '13:00', 'end_time': '14:20'}]"

414,Tech. and Business Writing,,BCS-4F,,,,,,,,"[{'room': 'D-2', 'day': 'Monday', 'start_time': '16:00', 'end_time': '17:20'}, {'room': 'D-2', 'day': 'Wednesday', 'start_time': '16:00', 'end_time': '17:20'}]"

415,Islamic Studies/Ethics and Holy Quran,,BDS-2A,,,,,,,,"[{'room': 'D-5', 'day': 'Monday', 'start_time': '08:30', 'end_time': '11:20'}]"

416,Ideology and Const of Pak and Seerat,,BCS-2K,,,,,,,,"[{'room': 'D-5', 'day': 'Monday', 'start_time': '11:30', 'end_time': '14:20'}]"

417,Tech. and Business Writing,,BCS-4H,,,,,,,,"[{'room': 'D-5', 'day': 'Monday', 'start_time': '14:30', 'end_time': '15:50'}, {'room': 'C-2', 'day': 'Wednesday', 'start_time': '14:30', 'end_time': '15:50'}]"

418,Tech. and Business Writing,,BCS-4G,,,,,,,,"[{'room': 'D-5', 'day': 'Monday', 'start_time': '16:00', 'end_time': '17:20'}, {'room': 'D-5', 'day': 'Wednesday', 'start_time': '16:00', 'end_time': '17:20'}]"

419,Operating Systems,CS2006,BSE-4A1,Mr. Raziuddin,3.0,BS,SE,CS,Core,False,"[{'room': 'Lab-14', 'day': 'Monday', 'start_time': '11:30', 'end_time': '14:20'}]"

420,Operating Systems,CS2006,BSE-4A2,Mr. Raziuddin,3.0,BS,SE,CS,Core,False,"[{'room': 'Lab-14', 'day': 'Monday', 'start_time': '11:30', 'end_time': '14:20'}]"

421,Advanced Statistics,,BCS-4G,,,,,,,,"[{'room': 'Seminar Hall', 'day': 'Tuesday', 'start_time': '08:30', 'end_time': '09:50'}, {'room': 'Seminar Hall', 'day': 'Thursday', 'start_time': '08:30', 'end_time': '09:50'}]"

422,Advanced Statistics,,BCS-4H,,,,,,,,"[{'room': 'Seminar Hall', 'day': 'Tuesday', 'start_time': '10:00', 'end_time': '11:20'}, {'room': 'Seminar Hall', 'day': 'Thursday', 'start_time': '10:00', 'end_time': '11:20'}]"

423,Multivariable Calculus,,BCS-2F,,,,,,,,"[{'room': 'Seminar Hall', 'day': 'Tuesday', 'start_time': '11:30', 'end_time': '12:50'}, {'room': 'Seminar Hall', 'day': 'Thursday', 'start_time': '11:30', 'end_time': '12:50'}]"

424,Multivariable Calculus,,BCS-2E,,,,,,,,"[{'room': 'Seminar Hall', 'day': 'Tuesday', 'start_time': '14:30', 'end_time': '15:50'}, {'room': 'Seminar Hall', 'day': 'Thursday', 'start_time': '14:30', 'end_time': '15:50'}]"

425,Natural Language Processing,,BDS-6A,,,,,,,,"[{'room': 'F-201', 'day': 'Tuesday', 'start_time': '11:30', 'end_time': '12:50'}, {'room': 'F-201', 'day': 'Thursday', 'start_time': '11:30', 'end_time': '12:50'}]"

426,Fund. of Computer Vision,,BCS-8A,,,,,,,,"[{'room': 'F-203', 'day': 'Tuesday', 'start_time': '08:30', 'end_time': '09:50'}, {'room': 'F-203', 'day': 'Thursday', 'start_time': '08:30', 'end_time': '09:50'}]"

427,Fund. of Big Data Analytics,,BDS-6A,,,,,,,,"[{'room': 'F-203', 'day': 'Tuesday', 'start_time': '16:00', 'end_time': '17:20'}, {'room': 'F-203', 'day': 'Thursday', 'start_time': '16:00', 'end_time': '17:20'}]"

428,Game Development,,BCS-8A,,,,,,,,"[{'room': 'F-207', 'day': 'Tuesday', 'start_time': '16:00', 'end_time': '17:20'}, {'room': 'F-207', 'day': 'Thursday', 'start_time': '16:00', 'end_time': '17:20'}]"

429,Environmental Studies,,BCS-8A,,,,,,,,"[{'room': 'F-208', 'day': 'Tuesday', 'start_time': '16:00', 'end_time': '17:20'}, {'room': 'F-208', 'day': 'Thursday', 'start_time': '16:00', 'end_time': '17:20'}]"

430,Applied Physics,,BCS-6A,,,,,,,,"[{'room': 'F-208', 'day': 'Tuesday', 'start_time': '17:30', 'end_time': '18:50'}, {'room': 'F-208', 'day': 'Thursday', 'start_time': '17:30', 'end_time': '18:50'}]"

431,Fund. of Computer Vision,,BCS-8B,,,,,,,,"[{'room': 'F-209', 'day': 'Tuesday', 'start_time': '11:30', 'end_time': '12:50'}, {'room': 'F-302', 'day': 'Thursday', 'start_time': '11:30', 'end_time': '12:50'}]"

432,Generative AI,,BCS-8A,,,,,,,,"[{'room': 'F-209', 'day': 'Tuesday', 'start_time': '13:00', 'end_time': '14:20'}, {'room': 'F-209', 'day': 'Thursday', 'start_time': '13:00', 'end_time': '14:20'}]"

433,Advanced Statistics,,BSE-4A,,,,,,,,"[{'room': 'F-210', 'day': 'Tuesday', 'start_time': '14:30', 'end_time': '15:50'}, {'room': 'F-210', 'day': 'Thursday', 'start_time': '14:30', 'end_time': '15:50'}]"

434,Modern Politics and Govt,,BCS-8A,,,,,,,,"[{'room': 'F-210', 'day': 'Tuesday', 'start_time': '16:00', 'end_time': '17:20'}, {'room': 'F-210', 'day': 'Thursday', 'start_time': '16:00', 'end_time': '17:20'}]"

435,Cyber Security,,BCS-6A,,,,,,,,"[{'room': 'F-302', 'day': 'Tuesday', 'start_time': '08:30', 'end_time': '09:50'}, {'room': 'F-302', 'day': 'Thursday', 'start_time': '08:30', 'end_time': '09:50'}]"

436,Cyber Security,,BCS-6B,,,,,,,,"[{'room': 'F-302', 'day': 'Tuesday', 'start_time': '10:00', 'end_time': '11:20'}, {'room': 'F-302', 'day': 'Thursday', 'start_time': '10:00', 'end_time': '11:20'}]"

437,Bioinformatics,,BCS-8A,,,,,,,,"[{'room': 'F-302', 'day': 'Tuesday', 'start_time': '11:30', 'end_time': '12:50'}, {'room': 'F-209', 'day': 'Thursday', 'start_time': '11:30', 'end_time': '12:50'}]"

438,Software for Mobile Devices,,BCS-8A,,,,,,,,"[{'room': 'F-302', 'day': 'Tuesday', 'start_time': '14:30', 'end_time': '15:50'}, {'room': 'F-302', 'day': 'Thursday', 'start_time': '14:30', 'end_time': '15:50'}]"

439,Fundamentals of Management,,BDS-4A,,,,,,,,"[{'room': 'F-304', 'day': 'Tuesday', 'start_time': '14:30', 'end_time': '16:20'}]"

440,Natural Language Processing,,BCS-8C,,,,,,,,"[{'room': 'F-305', 'day': 'Tuesday', 'start_time': '10:00', 'end_time': '11:20'}, {'room': 'F-312', 'day': 'Thursday', 'start_time': '10:00', 'end_time': '11:20'}]"

441,Natural Language Processing,,BDS-6B,,,,,,,,"[{'room': 'F-305', 'day': 'Tuesday', 'start_time': '11:30', 'end_time': '12:50'}, {'room': 'F-305', 'day': 'Thursday', 'start_time': '11:30', 'end_time': '12:50'}]"

442,American History,,BCS-8A,,,,,,,,"[{'room': 'F-306', 'day': 'Tuesday', 'start_time': '10:00', 'end_time': '11:20'}, {'room': 'F-306', 'day': 'Thursday', 'start_time': '10:00', 'end_time': '11:20'}]"

443,Marketing Management,,BDS-6A,,,,,,,,"[{'room': 'F-307', 'day': 'Tuesday', 'start_time': '10:00', 'end_time': '11:20'}, {'room': 'F-307', 'day': 'Thursday', 'start_time': '10:00', 'end_time': '11:20'}]"

444,Entrepreneurship,,BCS-8B,,,,,,,,"[{'room': 'F-308', 'day': 'Tuesday', 'start_time': '08:30', 'end_time': '09:50'}, {'room': 'F-308', 'day': 'Thursday', 'start_time': '08:30', 'end_time': '09:50'}]"

445,Environmental Studies,,BSE-8A,,,,,,,,"[{'room': 'F-310', 'day': 'Tuesday', 'start_time': '10:00', 'end_time': '11:20'}, {'room': 'F-310', 'day': 'Thursday', 'start_time': '10:00', 'end_time': '11:20'}]"

446,Organization Behavior,,BCS-4A,,,,,,,,"[{'room': 'F-311', 'day': 'Tuesday', 'start_time': '10:00', 'end_time': '11:20'}, {'room': 'F-311', 'day': 'Thursday', 'start_time': '10:00', 'end_time': '11:20'}]"

447,Multivariable Calculus,,BCS-2K,,,,,,,,"[{'room': 'F-311', 'day': 'Tuesday', 'start_time': '14:30', 'end_time': '15:50'}, {'room': 'F-311', 'day': 'Thursday', 'start_time': '14:30', 'end_time': '15:50'}]"

448,Marketing Management,,BCS-8B,,,,,,,,"[{'room': 'C-1', 'day': 'Tuesday', 'start_time': '13:00', 'end_time': '14:20'}, {'room': 'C-4', 'day': 'Thursday', 'start_time': '13:00', 'end_time': '14:20'}]"

449,Expository Writing,,BCS-2K,,,,,,,,"[{'room': 'C-2', 'day': 'Tuesday', 'start_time': '10:00', 'end_time': '11:50'}]"

450,Advanced Statistics,,BCS-4K,,,,,,,,"[{'room': 'C-2', 'day': 'Tuesday', 'start_time': '13:00', 'end_time': '14:20'}, {'room': 'C-2', 'day': 'Thursday', 'start_time': '14:30', 'end_time': '15:50'}]"

451,Advanced Statistics,,BCS-4J,,,,,,,,"[{'room': 'C-2', 'day': 'Tuesday', 'start_time': '16:00', 'end_time': '17:20'}, {'room': 'C-2', 'day': 'Thursday', 'start_time': '16:00', 'end_time': '17:20'}]"

452,Marketing Management,,BCS-4A,,,,,,,,"[{'room': 'C-3', 'day': 'Tuesday', 'start_time': '08:30', 'end_time': '09:50'}, {'room': 'C-3', 'day': 'Thursday', 'start_time': '08:30', 'end_time': '09:50'}]"

453,Advanced Statistics,,BCS-4A,,,,,,,,"[{'room': 'C-3', 'day': 'Tuesday', 'start_time': '13:00', 'end_time': '14:20'}, {'room': 'C-3', 'day': 'Thursday', 'start_time': '13:00', 'end_time': '14:20'}]"

454,Advanced Statistics,,BCS-4B,,,,,,,,"[{'room': 'C-3', 'day': 'Tuesday', 'start_time': '14:30', 'end_time': '15:50'}, {'room': 'C-3', 'day': 'Thursday', 'start_time': '14:30', 'end_time': '15:50'}]"

455,Advanced Statistics,,BSE-4B,,,,,,,,"[{'room': 'C-3', 'day': 'Tuesday', 'start_time': '16:00', 'end_time': '17:20'}, {'room': 'C-3', 'day': 'Thursday', 'start_time': '16:00', 'end_time': '17:20'}]"

456,Expository Writing,,BCS-2F,,,,,,,,"[{'room': 'C-4', 'day': 'Tuesday', 'start_time': '08:30', 'end_time': '10:20'}]"

457,Expository Writing,,BCS-2B,,,,,,,,"[{'room': 'C-4', 'day': 'Tuesday', 'start_time': '12:00', 'end_time': '13:50'}]"

458,Critical Thinking,,BCS-4A,,,,,,,,"[{'room': 'C-5', 'day': 'Tuesday', 'start_time': '08:30', 'end_time': '09:50'}, {'room': 'C-1', 'day': 'Thursday', 'start_time': '08:30', 'end_time': '09:50'}]"

459,Expository Writing,,BCS-2A,,,,,,,,"[{'room': 'C-5', 'day': 'Tuesday', 'start_time': '10:00', 'end_time': '11:50'}]"

460,Multivariable Calculus,,BCS-2G,,,,,,,,"[{'room': 'C-5', 'day': 'Tuesday', 'start_time': '13:00', 'end_time': '14:20'}, {'room': 'C-5', 'day': 'Thursday', 'start_time': '13:00', 'end_time': '14:20'}]"

